date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Waste Coal Mine) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Distillate - MW,Distillate Emissions Vol - tCO₂e
2025-04-15T10:20:00Z,-100.53,-489.46,-886.2,0,3539.71,-0.8,120.08,0.95,29.3,0,64.14,575.48,2424.9,2972.42,24.37,33.09,0,262.75,NA,6.13,0.05,1.56,345.31,8.37,NA,NA
2025-04-15T10:25:00Z,-45.97,-488.33,-871.85,0,3532.82,-0.8,119.92,0.95,28.5,0,63.86,536.44,2456.35,3014.75,24.63,32.56,0,262.25,NA,6.12,0.05,1.51,341.26,0.01,NA,NA
2025-04-15T10:30:00Z,-100.27,-489.18,-923.7,0,3535.49,-0.8,119.67,0.95,29.3,0,64.25,542.83,2541.11,3057.07,24.9,34.08,0,262.42,NA,6.11,0.05,1.56,338.17,17.78,NA,NA
2025-04-15T10:35:00Z,-139.43,-489.38,-893.8,0,3512.47,-0.8,119.37,0.95,29.5,0,63.92,542.88,2485.29,3064.45,24.82,33.13,0,260.75,NA,6.1,0.05,1.57,340.43,8.18,NA,NA
2025-04-15T10:40:00Z,-171.61,-488.07,-822.7,0,3565.11,-0.8,119.92,0.95,30,0.04,64.58,528.3,2423.47,3071.84,24.73,31.03,0,264.59,NA,6.12,0.05,1.59,348.01,0.01,NA,NA
2025-04-15T10:45:00Z,-119.96,-488.73,-768.25,0,3537.98,-0.8,120.43,4.11,29.58,0,64.64,491.33,2345.64,3079.23,24.65,29.35,0,262.63,NA,6.15,0.25,1.58,349.01,8.83,NA,NA
2025-04-15T10:50:00Z,-180.24,-488.47,-634.7,0,3532.74,-0.8,119.77,4.03,29.1,0,64.42,476.15,2130.57,3086.61,24.57,25.05,0,262.25,NA,6.12,0.24,1.55,361.38,-0.01,NA,NA
2025-04-15T10:55:00Z,-152.44,-487.31,-669.65,0,3520.01,-0.8,120.02,3.92,29.2,0,64.39,477,2285.63,3094,24.48,25.81,0,261.38,NA,6.13,0.24,1.55,352.71,18.16,NA,NA
2025-04-15T11:00:00Z,-156.87,-490.51,-672.15,0,3522.3,-0.8,121.03,3.84,29.6,0,64.94,464,2258.29,3101.39,24.4,26.05,0,261.55,NA,6.18,0.23,1.57,354.37,20,NA,NA
2025-04-15T11:05:00Z,-81.22,-493.14,-670.05,0,3497.01,-0.8,120.53,3.38,29.78,0,64.25,468.83,2237.4,3127.95,24.23,25.93,0,259.66,NA,6.16,0.2,1.59,349.26,32.38,NA,NA
2025-04-15T11:10:00Z,-95.65,-487.52,-615.3,0,3510.13,-0.8,120.58,3.92,29.38,0,64.11,469.95,2167.77,3154.51,24.07,24.12,0,260.66,NA,6.16,0.24,1.57,352.62,49.32,NA,NA
2025-04-15T11:15:00Z,-74.45,-486.21,-762.05,0,3477.61,-0.8,120.58,6.09,28.68,0,63.93,477.98,2361.15,3181.07,23.9,28.91,0,258.3,NA,6.16,0.37,1.54,339.49,34.75,NA,NA
2025-04-15T11:20:00Z,-203.74,-487.57,-694.15,0,3479.19,-0.8,120.83,15.89,29.48,0,63.47,482.23,2317.97,3207.63,23.73,26.5,0,258.41,NA,6.17,1,1.58,346.66,55.57,NA,NA
2025-04-15T11:25:00Z,-211.05,-484.98,-681.4,0,3599.98,-0.8,119.37,15.86,28.68,0.44,64.77,490.61,2262.45,3234.19,23.57,26.6,0,267.21,NA,6.1,1,1.54,354.46,29.15,NA,NA
2025-04-15T11:30:00Z,-182.68,-486.21,-640.15,0,3555.97,-0.8,120.63,15.94,29.55,0,64.88,483.94,2160.41,3260.76,23.4,25.24,0,264,NA,6.16,1,1.58,354.33,34.75,NA,NA
2025-04-15T11:35:00Z,-65.73,-486.21,-665.65,0,3547.48,-0.8,120.02,16,29.37,0,64.72,496.9,2096.26,3267.17,23.57,26.41,0,263.37,NA,6.13,1.01,1.57,350.14,34.75,NA,NA
2025-04-15T11:40:00Z,-65.07,-488.49,-750.8,0,3585,-0.2,119.47,15.97,31.49,0,64.18,477.45,2271.12,3273.59,23.73,29.27,0,266.15,NA,6.1,1.01,1.66,345.44,51.69,NA,NA
2025-04-15T11:45:00Z,-63.96,-486.53,-648.4,0,3556.91,-0.2,120.98,16.59,31.69,0.65,64.75,458.56,2152.5,3280,23.9,25.69,0,264.11,NA,6.18,1.05,1.67,349.81,57.73,NA,NA
2025-04-15T11:50:00Z,-102.02,-487.52,-693.85,0,3566.78,-0.2,119.97,22.9,28.97,0,64.33,486.91,2182.66,3286.42,24.07,27.31,0,264.83,NA,6.13,1.45,1.56,349.23,43.92,NA,NA
2025-04-15T11:55:00Z,-72.19,-486.53,-697.4,0,3550.31,-0.2,119.07,23.06,28.75,0,63.98,482.99,2171.76,3292.83,24.23,27.45,0,263.6,NA,6.08,1.46,1.54,347.17,7.17,NA,NA
2025-04-15T12:00:00Z,-158.46,-488.02,-619.6,0,3576.99,-0.2,119.82,22.87,29.66,0,64.3,438.12,2129.71,3299.25,24.4,24.78,0,265.62,NA,6.12,1.45,1.59,356.52,52.38,NA,NA
2025-04-15T12:05:00Z,-116.3,-487.16,-629.8,0,3569.57,-0.2,119.87,22.79,29.51,0.02,64.11,409.31,2124.14,3240.77,24.5,25.3,0,265.13,NA,6.12,1.44,1.58,357.95,19.23,NA,NA
2025-04-15T12:10:00Z,-200.53,-483.43,-561.85,0,3720.02,-0.2,120.68,23.04,31.9,0.02,64.82,388.32,1980.77,3182.3,24.6,23.54,0,276.13,NA,6.16,1.46,1.68,380.2,33.97,NA,NA
2025-04-15T12:15:00Z,-179.71,-487.81,-648.95,0,3702.43,-0.2,119.37,32.51,34.67,0,64.3,394.31,2138.19,3123.83,24.7,26.51,0,274.89,NA,6.1,2.06,1.81,373.84,52.75,NA,NA
2025-04-15T12:20:00Z,-261.89,-485.9,-696.4,0,3743.61,-0.8,119.42,32.13,37.37,0.05,63.83,371.73,2362.91,3065.36,24.8,27.78,0,277.86,NA,6.1,2.04,1.94,373.8,33.15,NA,NA
2025-04-15T12:25:00Z,-291.32,-483.27,-591.35,0,3775.84,-1.2,120.38,34.19,37.84,0,64.84,409.74,2117.38,3006.89,24.9,24.38,0,280.12,NA,6.15,2.17,1.96,389.3,20.18,NA,NA
2025-04-15T12:30:00Z,-283.21,-486.3,-555.3,0,3780.61,-1.4,120.58,33.97,37.5,0,65.1,419.22,2038.49,2948.41,25,23.12,0,280.47,NA,6.16,2.15,1.95,395.6,9.69,NA,NA
2025-04-15T12:35:00Z,-294.53,-484.87,-525.35,0,3732.41,-1.4,119.72,34.13,36.4,0,64.28,410.31,2098.3,2934.37,24.77,21.61,0,276.92,NA,6.11,2.17,1.89,392.15,0.87,NA,NA
2025-04-15T12:40:00Z,-218.5,-485.02,-600.1,0,3681.9,-1.4,119.92,34.05,37.11,0,64.7,467.7,2163.61,2920.33,24.53,24.11,0,273.2,NA,6.12,2.16,1.93,380.19,-8.52,NA,NA
2025-04-15T12:45:00Z,-346.81,-485.1,-572.7,0,3709.43,-1.5,120.53,34.08,37.07,0,64.39,450.89,2242.35,2906.29,24.3,22.88,0,275.22,NA,6.16,2.16,1.93,386.19,-13.62,NA,NA
2025-04-15T12:50:00Z,-241.62,-484.39,-500.8,0,3752.75,-1.5,119.62,34.13,36.31,0,64.72,426.87,2026.01,2892.25,24.07,20.81,0,278.37,NA,6.11,2.17,1.89,395.44,-11.82,NA,NA
2025-04-15T12:55:00Z,-229.07,-485.69,-589.8,0,3640.18,-1.5,119.72,34.76,38.31,0,64.47,449.94,2111.17,2878.21,23.83,23.82,0,270.13,NA,6.11,2.21,1.98,383.45,0,NA,NA
2025-04-15T13:00:00Z,-305.87,-485.9,-641.95,0,3641.81,-1.5,120.08,34.73,39.81,0,64.09,453.47,2294.3,2864.17,23.6,25.25,0,270.26,NA,6.13,2.2,2.05,379.43,0,NA,NA
2025-04-15T13:05:00Z,-332.48,-485.26,-613.6,0,3630.28,-1.5,119.52,34.81,41.45,0,64.13,425.39,2232.83,2893.7,23.67,24.41,0,269.41,NA,6.1,2.21,2.13,382.72,-0.68,NA,NA
2025-04-15T13:10:00Z,-350.51,-483.49,-548.95,0,3706.67,-1.5,119.77,34.7,37.9,0.72,64.65,393.96,2099.23,2923.23,23.73,22.56,0,274.99,NA,6.12,2.2,1.97,394.24,-0.01,NA,NA
2025-04-15T13:15:00Z,-249.28,-481.61,-598,0,3737.2,-1.5,119.52,34.46,37.61,0,65.17,336.58,2061.48,2952.76,23.8,25.01,0,277.21,NA,6.1,2.19,1.96,392.96,-19.12,NA,NA
2025-04-15T13:20:00Z,-227.65,-481.83,-624.9,0,3757.48,-1.5,120.23,34.65,38.56,2.68,65.41,327.99,2072.11,2982.29,23.87,26.17,0,278.66,NA,6.14,2.2,2,391.04,0,NA,NA
2025-04-15T13:25:00Z,-174.99,-483.23,-652.95,0,3744.72,-1.5,120.43,34.59,39.36,0,65.61,298.43,2091.39,3011.82,23.93,27.35,0,277.69,NA,6.15,2.19,2.03,386.55,0.01,NA,NA
2025-04-15T13:30:00Z,-100.93,-483.5,-715.2,0,3672.01,-1.5,119.37,34.7,41.86,0.11,64.99,324.55,2164.93,3041.34,24,29.29,0,272.4,NA,6.1,2.2,2.15,372.75,32.25,NA,NA
2025-04-15T13:35:00Z,-135.49,-483.68,-706.4,0,3700.68,-1.5,126.05,34.62,41.86,3.92,64.97,332.57,2154.61,3026.22,24.2,29.02,0,274.52,NA,6.34,2.2,2.15,376.83,93.15,NA,NA
2025-04-15T13:40:00Z,-209.33,-485.26,-633,0,3618.72,-1.5,141.32,34.51,42.63,0,64.22,338.25,2136.37,3011.09,24.4,25.82,0,268.55,NA,6.92,2.19,2.19,378.31,96.67,NA,NA
2025-04-15T13:45:00Z,-155.99,-480.53,-683.45,0,3787.41,-1.5,140.5,21.66,42.69,0,65.52,322.43,2044.2,2995.97,24.6,28.84,0,280.89,NA,6.88,1.37,2.19,388.93,3.76,NA,NA
2025-04-15T13:50:00Z,-105.1,-481.99,-710.2,0,3737.52,-1.5,151.47,0.95,43.55,0,65.62,335.22,2160.01,2980.84,24.8,29.19,0,277.23,NA,7.28,0.05,2.23,378.04,67.11,NA,NA
2025-04-15T13:55:00Z,-1.08,-482.41,-706.5,0,3717.3,-1.5,158.23,0.95,42.93,12.95,65.14,332.48,2074.51,2965.71,25,29.29,0,275.75,NA,7.51,0.05,2.2,375.93,65.96,NA,NA
2025-04-15T14:00:00Z,-1.08,-480.61,-582.65,0,3786.57,-1.5,157.91,0.95,43.16,18.88,65.67,324.61,1766.41,2950.59,25.2,25.48,0,280.79,NA,7.5,0.05,2.22,395.2,71.74,NA,NA
2025-04-15T14:05:00Z,-1.1,-481.7,-531.6,0,3861.73,-1.5,172.94,0.95,43.42,16.57,65.76,283.42,1615.63,2909.38,25.38,24.11,0,286.39,NA,8.05,0.05,2.22,411.27,103.4,NA,NA
2025-04-15T14:10:00Z,-14.55,-484.44,-570.05,0,3859.69,-1.5,222.88,0.95,44.03,0,64.42,283.16,1699.1,2868.17,25.57,25.54,0,286.2,NA,9.85,0.05,2.25,410.66,97.24,NA,NA
2025-04-15T14:15:00Z,-49.85,-240.8,-706.65,0,3872.27,-1.5,264.19,0.95,44.02,5.55,76.13,299.38,1650.1,2826.97,25.75,32.9,0,286.81,NA,11.36,0.05,2.25,399.32,84.86,NA,NA
2025-04-15T14:20:00Z,-1.09,-240.92,-761.05,0,3915.02,-1.5,265.4,0.95,44.03,27.23,64.81,284.8,1754.67,2785.76,25.93,35,0,289.72,NA,11.39,0.05,2.26,395.79,93.16,NA,NA
2025-04-15T14:25:00Z,-1.08,-240.92,-805.1,0,4057.6,-1.5,265.02,5.71,42.77,30.09,64.84,301.18,1779.69,2744.55,26.12,37.25,0,300.11,NA,11.38,0.35,2.19,402.94,55.56,NA,NA
2025-04-15T14:30:00Z,-1.14,-240.05,-752.55,0,4184.15,-1.3,266.61,35.79,43.41,14.86,65.26,270.18,1583.09,2703.35,26.3,36.52,0,309.35,NA,11.44,2.27,2.22,424.05,44.94,NA,NA
2025-04-15T14:35:00Z,-0.81,-241.33,-845.7,0,4301.34,-1.5,263.7,34.7,43.66,24.35,65.12,281.91,1750.17,2653.53,26.2,40.34,0,318.44,NA,11.33,2.2,2.24,423.38,57.79,NA,NA
2025-04-15T14:40:00Z,-3.48,-242.11,-1015.65,0,4361.64,-1.5,259.97,34.89,40.94,11.52,64.61,292.9,1661.28,2603.72,26.1,49.29,0,322.75,NA,11.2,2.21,2.09,429.76,63.56,NA,NA
2025-04-15T14:45:00Z,-1.52,-243.13,-1038.3,0,4364.15,-1.5,259.84,34.57,40.32,54.73,63.97,303.19,1673.49,2553.91,26,49.92,0,322.88,NA,11.19,2.19,2.06,429.19,68.14,NA,NA
2025-04-15T14:50:00Z,-8.36,-242.96,-1116.35,0,4379.79,-1.5,259.74,34.76,39.36,0.35,63.91,290.61,1970.72,2504.09,25.9,52.03,0,324.02,NA,11.18,2.21,2.01,421.89,46.99,NA,NA
2025-04-15T14:55:00Z,-11.27,-241.69,-1250.4,0,4373.16,-1.5,309.07,34.68,39.23,152.98,64.46,320.28,2081,2454.28,25.8,55.88,0,323.18,NA,12.97,2.2,2,410.09,84.99,NA,NA
2025-04-15T15:00:00Z,-23.28,-240.97,-1177.35,0,4274.63,-1.5,337.96,34.73,39.79,149.28,64.31,412.39,2017.37,2404.47,25.7,51.97,0,315.96,NA,14.04,2.2,2.03,408.49,64.5,NA,NA
2025-04-15T15:05:00Z,-29.3,-241.16,-1135.75,0,4336.22,-1.3,339.06,34.49,39.66,149.24,64.31,417.01,1902.58,2333.75,25.73,51.13,0,320.47,NA,14.06,2.19,2.02,420.43,101.66,NA,NA
2025-04-15T15:10:00Z,-52.3,-241.19,-1162.6,0,4425.8,-1.5,344.31,34.65,39.8,165.78,65.1,424.59,1928.89,2263.03,25.77,52.37,0,327.04,NA,14.27,2.2,2.03,427.23,72.75,NA,NA
2025-04-15T15:15:00Z,-69.37,-241.85,-1040.7,0,4390.25,-1.3,360.82,34.59,39.64,11.12,64.7,376.57,2017.69,2192.31,25.8,47.44,0,324.17,NA,15.17,2.19,2.02,436.85,55.72,NA,NA
2025-04-15T15:20:00Z,-1.07,-240.34,-1066.2,0,4405.56,-1.5,374.02,34.7,39.82,82.61,64.95,422.95,1898.85,2121.59,25.83,48.63,0,325,NA,15.77,2.2,2.03,437.13,94.55,NA,NA
2025-04-15T15:25:00Z,-25.49,-242.86,-1122.2,0,4517.36,-1.3,368.31,34.84,39.78,0,64.77,448.41,2084.48,2050.87,25.87,50.82,0,333.45,NA,15.56,2.21,2.03,441.68,84.99,NA,NA
2025-04-15T15:30:00Z,-0.8,-240.97,-1085.45,0,4611.48,-1.5,376.98,20.76,40.34,27.79,64.71,421.65,1992.62,1980.16,25.9,50.01,0,339.96,NA,15.89,1.31,2.06,452.08,0,NA,NA
2025-04-15T15:35:00Z,-33.6,-242.58,-1033.6,0,4733.63,-1.3,373.9,0.95,38.52,0,64.39,383.12,1940.04,1892.97,25.83,48.79,0,349.31,NA,15.78,0.05,1.97,470.62,71.19,NA,NA
2025-04-15T15:40:00Z,-144.78,0,-1073.05,0,4666.85,-1.3,420.02,0.95,38.82,0,71.77,389.27,1934.65,1805.79,25.77,51.84,0,343.97,NA,17.44,0.05,1.99,461.12,84.99,NA,NA
2025-04-15T15:45:00Z,-72.37,0,-1021.6,0,4706.33,-1.3,477.26,0.95,40.04,1.57,64.72,353.3,1820.14,1718.6,25.7,50.4,0,346.65,NA,19.52,0.05,2.05,471.64,114.46,NA,NA
2025-04-15T15:50:00Z,-1.14,0,-1027.25,0,4790.65,-1.3,496.19,0.95,40.77,41.53,65,333.41,1723.23,1631.41,25.63,51.49,0,353.2,NA,20.21,0.05,2.08,480.46,123.66,NA,NA
2025-04-15T15:55:00Z,-42.37,0,-1007.8,0,4928.5,-1.3,504.68,0.95,41.05,5.9,64.49,329.21,1791.21,1544.23,25.57,50.81,0,363.81,NA,20.51,0.05,2.1,493.7,148.16,NA,NA
2025-04-15T16:00:00Z,-5.24,0,-960.85,0,4832.03,-1.3,511.28,0.95,40.85,19.92,83.96,333.12,1767.03,1457.04,25.5,48.06,0,356.74,NA,20.77,0.05,2.09,492.5,140.13,NA,NA
2025-04-15T16:05:00Z,-42.18,0,-680.55,0,4790.21,-1.3,518.76,0.95,40.46,0,84.74,326.69,1505.42,1354.08,25.4,35.28,0,353.59,NA,21.01,0.05,2.07,518.82,184.24,NA,NA
2025-04-15T16:10:00Z,-62.96,0,-804.4,0,4905.53,-1.3,523.71,0.95,40.58,0,85.44,334.63,1512.46,1251.12,25.3,41.88,0,362.13,NA,21.21,0.05,2.07,529.54,148.55,NA,NA
2025-04-15T16:15:00Z,-23.62,0,-804.5,0,5027.8,-1.2,531.51,0.95,40.61,0,85.33,348.37,1393.33,1148.16,25.2,42.78,0,371.35,NA,21.49,0.05,2.07,545.54,166.73,NA,NA
2025-04-15T16:20:00Z,-59.84,0,-811.15,0,5121.88,-1.3,534.31,0.95,40.96,0.4,85.48,371.14,1428.48,1045.2,25.1,43.03,0,378.56,NA,21.6,0.05,2.09,555.82,166.73,NA,NA
2025-04-15T16:25:00Z,-40.77,0,-820.4,0,5278.65,-1.3,539.65,0.95,41.46,0,85.47,385.2,1377.92,942.24,25,44.1,0,390.47,NA,21.77,0.05,2.12,570.5,177.6,NA,NA
2025-04-15T16:30:00Z,-70.68,0,-575.95,0,5437.53,-1.3,548.27,0.95,41.09,0.19,85.94,400.66,1291.94,839.28,24.9,31.5,0,402.67,NA,22.09,0.05,2.1,593.27,0,NA,NA
2025-04-15T16:35:00Z,-129.41,0,-654.25,0,5500.4,-1.3,552.4,40.27,42.32,2.62,347.6,404.05,1174.17,763.33,24.78,35.22,0,407.71,NA,22.25,1.95,2.16,595.14,210.12,NA,NA
2025-04-15T16:40:00Z,-116.94,0,-841.7,0,5589.25,-1.2,564.16,88.73,42.94,11.49,252,394.92,1081.91,687.38,24.67,46.53,0,414.47,NA,22.67,4.29,2.19,614.62,202.07,NA,NA
2025-04-15T16:45:00Z,-175.5,0,-825.25,0,5631.78,-1.3,565.58,176.93,43.3,1.83,349.55,384.07,948.49,611.43,24.55,45.97,0,417.79,NA,22.71,8.6,2.21,630.81,190.23,NA,NA
2025-04-15T16:50:00Z,-99.36,0,-824.25,0,5674.85,-1.3,574.42,230.66,43.61,21.02,349.84,346.86,872.69,535.48,24.43,46.49,0,421.16,NA,23.05,11.24,2.23,638.77,245.62,NA,NA
2025-04-15T16:55:00Z,-79.67,0,-859.75,0,5665,-1.3,577.36,269.85,44.26,30.43,515.34,346.45,714.79,459.52,24.32,48.34,0,420.47,NA,23.14,13.17,2.26,641.52,223.73,NA,NA
2025-04-15T17:00:00Z,-74.3,0,-887.9,0,5693.18,-1.2,585.06,365.99,44.74,25.04,613.45,339.77,633.11,383.57,24.2,49.88,0,422.54,NA,23.41,18.08,2.28,647.26,214.23,NA,NA
2025-04-15T17:05:00Z,-3.07,0,-733.65,0,5631.53,-1.2,584.65,389.81,43.93,86.41,608.5,312.99,543.9,336.42,23.93,41.41,0,417.96,NA,23.4,19.34,2.24,648.49,244.07,NA,NA
2025-04-15T17:10:00Z,-0.1,0,-887.9,0,5647.84,-1.2,588.15,369.07,44.25,178.37,611.96,301.56,452.31,289.27,23.67,50.18,0,419.07,NA,23.53,18.23,2.26,652.52,225.85,NA,NA
2025-04-15T17:15:00Z,-0.26,0,-819,0,5669.56,-1.2,596.51,414.78,44.17,72.41,616.43,277.2,377.41,242.12,23.4,47.43,0,420.68,NA,23.84,20.48,2.25,672.61,212.03,NA,NA
2025-04-15T17:20:00Z,0,0,-886.55,0,5738.31,-1.2,595.5,487.01,43.45,219.16,639.88,287.97,285.53,194.97,23.13,50.86,0,425.74,NA,23.81,24.17,2.22,670.83,278.64,NA,NA
2025-04-15T17:25:00Z,-0.1,0,-815.45,0,5671.72,-1.2,590.68,531.13,44.04,252.18,616.81,282.31,182.98,147.82,22.87,47.2,0,420.81,NA,23.62,26.35,2.25,681.06,0,NA,NA
2025-04-15T17:30:00Z,-0.33,0,-783.55,0,5689.72,-1.2,592.98,572.87,38.03,258.9,616.48,283.55,121.14,100.67,22.6,45.65,0,422.15,NA,23.71,28.41,1.96,689.93,293.62,NA,NA
2025-04-15T17:35:00Z,0,0,-483.25,0,5685.96,-1,590.64,570.33,41.19,278.01,628.33,260.86,92.87,85.67,22.45,28.23,0,421.89,NA,23.63,28.29,2.11,693.25,279.91,NA,NA
2025-04-15T17:40:00Z,-0.82,0,-733.35,0,5672.54,-1,591.98,568.65,41.29,267.86,629.23,264.31,60.57,70.67,22.3,43.01,0,420.92,NA,23.66,28.21,2.12,697.34,245.53,NA,NA
2025-04-15T17:45:00Z,0,0,-406.9,0,5732.16,-1,598.57,567.59,42.38,302.38,615.09,257.03,39.8,55.67,22.15,23.93,0,425.29,NA,23.93,28.15,2.17,700.69,201,NA,NA
2025-04-15T17:50:00Z,0,0,-413.4,0,5749.9,-0.8,606.3,616.76,41.16,285.26,653.74,254.65,20.99,40.67,22,24.3,0,426.6,NA,24.2,30.76,2.11,701.75,189.05,NA,NA
2025-04-15T17:55:00Z,-0.11,0,-418.65,0,5753.45,-0.8,614.39,616.04,41.41,309.01,651.95,254.26,13.82,25.68,21.85,24.57,0,426.87,NA,24.64,30.72,2.12,701.94,185.84,NA,NA
2025-04-15T18:00:00Z,-0.15,0,-457.75,0,5743.61,-0.8,615.54,614.05,42.7,346.27,649.71,272.05,7.06,10.68,21.7,26.7,0,426.16,NA,24.67,30.63,2.19,699.14,175.43,NA,NA
2025-04-15T18:05:00Z,-0.88,0,-460.35,0,5726.03,-0.8,615.11,613.13,43.43,253.58,652.23,278.08,2.42,8.9,21.65,27.13,0,424.88,NA,24.66,30.58,2.22,706.58,200,NA,NA
2025-04-15T18:10:00Z,-0.34,0,-415.2,0,5730.98,-0.8,614.99,567.53,43.7,231.8,632.24,292.67,0.62,7.12,21.6,24.57,0,425.22,NA,24.64,28.16,2.23,709.67,0,NA,NA
2025-04-15T18:15:00Z,0,0,-358.15,0,5747.26,-0.8,620.01,530.46,44.22,204.77,617.03,300.11,0.32,5.34,21.55,21.31,0,426.42,NA,24.84,26.19,2.26,713.42,163.55,NA,NA
2025-04-15T18:20:00Z,-0.08,0,-357.25,0,5733.51,-0.8,617.16,528.7,44.07,262.05,613.97,307.35,0.32,3.56,21.5,21.09,0,425.41,NA,24.74,26.11,2.25,708.04,0,NA,NA
2025-04-15T18:25:00Z,-0.05,0,-372,0,5728.66,-0.8,615.59,528.65,44.05,245.03,612.96,304.85,0.32,1.78,21.45,22.01,0,425.04,NA,24.68,26.1,2.25,709.92,0,NA,NA
2025-04-15T18:30:00Z,0,0,-348.5,0,5743.72,-0.8,599.43,531.69,42.86,289.64,586.94,319.43,0.32,0,21.4,20.55,0,426.15,NA,23.8,26.26,2.19,707.58,168.75,NA,NA
2025-04-15T18:35:00Z,0,0,-351.3,0,5730.78,-0.8,593.83,527.8,44.02,262.79,585.12,319.74,0.32,0,21.45,20.78,0,425.2,NA,23.57,26.06,2.25,709.98,151.18,NA,NA
2025-04-15T18:40:00Z,-0.9,0,-387.75,0,5718.3,-0.8,597.01,529.39,44.48,297.4,581.85,334.8,0.32,0,21.5,22.8,0,424.29,NA,23.7,26.14,2.27,705.62,172.41,NA,NA
2025-04-15T18:45:00Z,-0.09,0,-378.3,0,5742.5,-0.8,599.95,533.94,44.16,230.28,550.78,355.48,0.32,0,21.55,22.47,0,426.07,NA,23.82,26.36,2.25,712.72,163.55,NA,NA
2025-04-15T18:50:00Z,0,0,-409.5,0,5741.79,-0.8,598.15,531.14,44.12,193.52,582.8,370.67,0.32,0,21.6,24.29,0,426.01,NA,23.75,26.22,2.25,711.87,163.45,NA,NA
2025-04-15T18:55:00Z,0,0,-410,0,5741.38,-0.8,598.93,531.67,44.35,138.23,584.58,390.69,0.32,0,21.65,24.42,0,425.98,NA,23.79,26.25,2.26,714.8,148.02,NA,NA
2025-04-15T19:00:00Z,-0.55,0,-410.9,0,5703.42,-0.8,593.84,528.96,44.16,124.85,581.7,400.01,0.12,0,21.7,24.48,0,423.21,NA,23.58,26.11,2.25,714.92,163.45,NA,NA
2025-04-15T19:05:00Z,-0.17,0,-328.4,0,5740.93,-0.8,600.33,504.97,43.81,114.25,415.07,389.08,0.12,0,21.7,20.05,0,425.94,NA,23.83,24.82,2.23,732.87,158.53,NA,NA
2025-04-15T19:10:00Z,-2.56,0,-364.25,0,5722.72,-0.7,596.44,486.94,44.05,9.85,567.57,376.2,0.12,0,21.7,22.14,0,424.62,NA,23.69,23.88,2.25,729.86,163.45,NA,NA
2025-04-15T19:15:00Z,0,0,-390.45,0,5730.55,-0.7,597.63,445.44,44.45,53.02,526.12,373.5,0.12,0,21.7,23.77,0,425.19,NA,23.74,21.83,2.27,730.54,160.29,NA,NA
2025-04-15T19:20:00Z,-1.14,0,-338.2,0,5727.4,-0.7,597.06,432.49,44.36,63.73,423.79,384.16,0.12,0,21.7,20.81,0,424.99,NA,23.72,21.19,2.26,738.6,162.09,NA,NA
2025-04-15T19:25:00Z,-0.84,0,-306.65,0,5736.19,-0.8,597.02,432.77,44.82,10.64,395.66,410.7,0.12,0,21.7,19.01,0,425.61,NA,23.71,21.21,2.29,743.98,156.43,NA,NA
2025-04-15T19:30:00Z,-0.1,0,-361.2,0,5746.24,-0.8,599.14,434.55,44.05,8.72,403.63,428.14,0.12,0,21.7,22.32,0,426.35,NA,23.79,21.29,2.25,741.71,141.55,NA,NA
2025-04-15T19:35:00Z,0,0,-373.55,0,5744.41,-0.8,599.22,435.38,44.2,3.61,395.49,439.01,0.12,0,21.68,23.09,0,426.21,NA,23.79,21.34,2.25,741.87,143.73,NA,NA
2025-04-15T19:40:00Z,-7.98,0,-345.45,0,5732.25,-0.7,597.86,390.16,43.63,0.01,418.72,465.28,0.12,0,21.67,21.24,0,425.29,NA,23.74,19.1,2.23,738.89,155.37,NA,NA
2025-04-15T19:45:00Z,-2.92,0,-345.35,0,5756.53,-0.7,599.74,344.82,44.38,0.97,398.09,487,0.12,0,21.65,21.27,0,427.07,NA,23.81,16.86,2.26,739.41,156.73,NA,NA
2025-04-15T19:50:00Z,-0.27,0,-366.15,0,5743.55,-0.7,598.73,331.57,44.74,1.07,396.28,505.45,0.12,0,21.63,22.5,0,426.15,NA,23.79,16.21,2.28,737.63,163.06,NA,NA
2025-04-15T19:55:00Z,-3.99,0,-381.35,0,5744.22,-0.8,598.82,325.39,44.72,0.27,395.51,524.91,0.12,0,21.62,23.39,0,426.19,NA,23.78,15.91,2.28,736.4,155.72,NA,NA
2025-04-15T20:00:00Z,-1.38,0,-367.3,0,5733.86,-0.8,600.64,283.44,44.33,0.13,395.95,550.26,0.12,0,21.6,22.46,0,425.37,NA,23.83,13.84,2.26,734.06,158.79,NA,NA
2025-04-15T20:05:00Z,-5.64,0,-387.3,0,5713.84,-0.7,598.36,267.91,44.06,0.39,393.81,575.77,0.12,0,21.53,23.61,0,423.91,NA,23.76,13.07,2.25,732.22,158.76,NA,NA
