"Time","OPERATIONAL_DEMAND NSW1","OPERATIONAL_DEMAND QLD1","OPERATIONAL_DEMAND SA1","OPERATIONAL_DEMAND TAS1","OPERATIONAL_DEMAND VIC1"
2024-06-11 06:30:00,8878,7016,1363,1354,5439
2024-06-11 07:00:00,9687,7300,1452,1412,5965
2024-06-11 07:30:00,10138,7405,1542,1481,6451
2024-06-11 08:00:00,10552,7116,1659,1529,6806
2024-06-11 08:30:00,10477,6638,1718,1548,7028
2024-06-11 09:00:00,10198,6047,1764,1568,7109
2024-06-11 09:30:00,9806,5497,1757,1570,7163
2024-06-11 10:00:00,9534,5034,1742,1550,7139
2024-06-11 10:30:00,9230,4811,1682,1518,7072
2024-06-11 11:00:00,8872,4627,1683,1484,7044
2024-06-11 11:30:00,8637,4547,1587,1473,7024
2024-06-11 12:00:00,8420,4513,1433,1463,6972
2024-06-11 12:30:00,8935,4446,1234,1423,7085
2024-06-11 13:00:00,9029,4394,1155,1385,7075
2024-06-11 13:30:00,9109,4486,1137,1374,6995
2024-06-11 14:00:00,8954,4709,1187,1382,6779
2024-06-11 14:30:00,8877,5095,1226,1433,6175
2024-06-11 15:00:00,9044,5444,1275,1431,5967
2024-06-11 15:30:00,9413,5880,1332,1433,6380
2024-06-11 16:00:00,9726,6399,1401,1459,6425
2024-06-11 16:30:00,10079,6862,1401,1482,6694
2024-06-11 17:00:00,10627,7197,1519,1502,6955
2024-06-11 17:30:00,11107,7561,1660,1549,7214
2024-06-11 18:00:00,11507,7877,1789,1577,7544
2024-06-11 18:30:00,11520,7977,1927,1562,7557
2024-06-11 19:00:00,11392,7940,1927,1545,7441
2024-06-11 19:30:00,11081,7805,1892,1530,7273
2024-06-11 20:00:00,10801,7678,1857,1500,7052
2024-06-11 20:30:00,10525,7574,1819,1465,6897
2024-06-11 21:00:00,10231,7412,1774,1446,6658
2024-06-11 21:30:00,9816,7246,1732,1416,6411
2024-06-11 22:00:00,9409,7021,1669,1371,6135
2024-06-11 22:30:00,9119,6750,1597,1338,5857
2024-06-11 23:00:00,8827,6576,1524,1284,5637
2024-06-11 23:30:00,8558,6412,1469,1245,5593
2024-06-12 00:00:00,8346,6236,1511,1212,5513
2024-06-12 00:30:00,8157,6052,1551,1195,5259
2024-06-12 01:00:00,7921,5939,1541,1202,5113
2024-06-12 01:30:00,7759,5851,1483,1209,4992
2024-06-12 02:00:00,7436,5792,1450,1217,4823
2024-06-12 02:30:00,7210,5769,1407,1215,4702
2024-06-12 03:00:00,7036,5741,1379,1215,4625
2024-06-12 03:30:00,6907,5775,1330,1219,4599
2024-06-12 04:00:00,6909,5807,1312,1224,4536
2024-06-12 04:30:00,6983,5896,1319,1195,4618
2024-06-12 05:00:00,7062,6032,1308,1199,4732
2024-06-12 05:30:00,7374,6279,1296,1223,4894
2024-06-12 06:00:00,7785,6575,1318,1259,5142
2024-06-12 06:30:00,8436,7022,1357,1328,5629
2024-06-12 07:00:00,9138,7247,1454,1404,6123
2024-06-12 07:30:00,9656,7372,1533,1493,6622
2024-06-12 08:00:00,9702,7018,1642,1538,6980
2024-06-12 08:30:00,9343,6501,1683,1574,7089
2024-06-12 09:00:00,8754,5953,1598,1548,6925
2024-06-12 09:30:00,8275,5436,1491,1523,6695
2024-06-12 10:00:00,7798,5073,1380,1475,6435
2024-06-12 10:30:00,7451,4927,1234,1429,6110
2024-06-12 11:00:00,7162,4869,1130,1404,5858
2024-06-12 11:30:00,6843,4757,1037,1357,5679
2024-06-12 12:00:00,6791,4603,973,1323,5627
2024-06-12 12:30:00,6737,4475,924,1301,5585
2024-06-12 13:00:00,6720,4385,900,1284,5627
2024-06-12 13:30:00,6789,4478,895,1289,5806
2024-06-12 14:00:00,7067,4602,846,1294,5893
2024-06-12 14:30:00,7421,4929,835,1311,6076
2024-06-12 15:00:00,7979,5304,882,1321,6246
2024-06-12 15:30:00,8390,5729,1009,1329,6403
2024-06-12 16:00:00,8842,6245,1191,1373,6617
2024-06-12 16:30:00,9378,6783,1345,1408,6893
2024-06-12 17:00:00,9980,7219,1485,1473,7218
2024-06-12 17:30:00,10599,7617,1633,1499,7593
2024-06-12 18:00:00,11109,7939,1754,1541,7864
2024-06-12 18:30:00,11217,7905,1937,1552,7851
2024-06-12 19:00:00,11194,7830,1967,1566,7726
2024-06-12 19:30:00,11047,7666,1962,1544,7544
2024-06-12 20:00:00,10881,7545,1948,1522,7376
2024-06-12 20:30:00,10752,7418,1930,1522,7171
2024-06-12 21:00:00,10547,7292,1885,1495,6957
2024-06-12 21:30:00,10175,7115,1831,1474,6699
2024-06-12 22:00:00,9796,6893,1776,1432,6424
2024-06-12 22:30:00,9517,6663,1707,1391,6100
2024-06-12 23:00:00,9199,6430,1607,1349,5851
2024-06-12 23:30:00,8923,6247,1537,1307,5805
2024-06-13 00:00:00,8716,6096,1565,1272,5673
2024-06-13 00:30:00,8546,5944,1585,1240,5496
2024-06-13 01:00:00,8360,5782,1617,1232,5310
2024-06-13 01:30:00,8150,5720,1568,1226,5159
2024-06-13 02:00:00,7914,5660,1540,1226,4992
2024-06-13 02:30:00,7678,5617,1472,1204,4871
2024-06-13 03:00:00,7511,5578,1417,1205,4778
2024-06-13 03:30:00,7431,5604,1373,1210,4743
2024-06-13 04:00:00,7424,5617,1364,1213,4700
2024-06-13 04:30:00,7537,5738,1367,1221,4735
2024-06-13 05:00:00,7619,5870,1334,1235,4823
2024-06-13 05:30:00,8014,6101,1364,1280,5012
2024-06-13 06:00:00,8385,6345,1384,1323,5315
2024-06-13 06:30:00,9042,6733,1411,1406,5749
2024-06-13 07:00:00,9821,7003,1498,1487,6279
2024-06-13 07:30:00,10458,7163,1574,1562,6784
2024-06-13 08:00:00,10687,6865,1701,1608,7221
2024-06-13 08:30:00,10349,6395,1773,1595,7412
2024-06-13 09:00:00,9690,5835,1792,1605,7257
2024-06-13 09:30:00,9336,5325,1787,1572,7284
2024-06-13 10:00:00,8674,4933,1740,1516,7282
2024-06-13 10:30:00,8275,4689,1726,1476,7147
2024-06-13 11:00:00,8273,4559,1744,1433,7012
2024-06-13 11:30:00,7930,4453,1697,1384,6829
2024-06-13 12:00:00,7853,4393,1680,1332,6759
2024-06-13 12:30:00,7947,4326,1632,1351,6771
2024-06-13 13:00:00,7901,4304,1625,1346,6785
2024-06-13 13:30:00,8249,4419,1604,1337,6881
2024-06-13 14:00:00,8488,4624,1529,1337,6976
2024-06-13 14:30:00,8783,4923,1559,1341,7007
2024-06-13 15:00:00,9077,5297,1528,1339,7071
2024-06-13 15:30:00,9319,5724,1555,1321,7049
2024-06-13 16:00:00,9691,6254,1585,1341,7228
2024-06-13 16:30:00,10192,6747,1644,1375,7412
2024-06-13 17:00:00,10698,7207,1746,1398,7625
2024-06-13 17:30:00,11140,7590,1821,1432,7799
2024-06-13 18:00:00,11525,7764,1897,1475,7894
2024-06-13 18:30:00,11596,7844,1986,1473,7821
2024-06-13 19:00:00,11541,7895,1991,1457,7916
2024-06-13 19:30:00,11442,7907,1976,1440,7770
2024-06-13 20:00:00,11199,7889,1954,1419,7584
2024-06-13 20:30:00,10999,7677,1948,1410,7377
2024-06-13 21:00:00,10742,7504,1905,1391,7176
2024-06-13 21:30:00,10343,7290,1849,1391,6869
2024-06-13 22:00:00,9986,7052,1779,1373,6588
2024-06-13 22:30:00,9639,6902,1699,1329,6250
2024-06-13 23:00:00,9331,6667,1614,1249,5960
2024-06-13 23:30:00,9032,6431,1545,1217,5896
2024-06-14 00:00:00,8853,6255,1565,1187,5777
2024-06-14 00:30:00,8633,6095,1560,1189,5580
2024-06-14 01:00:00,8431,5929,1566,1176,5380
2024-06-14 01:30:00,8133,5847,1529,1183,5181
2024-06-14 02:00:00,7873,5811,1493,1169,4975
2024-06-14 02:30:00,7640,5798,1459,1201,4854
2024-06-14 03:00:00,7533,5777,1426,1197,4775
2024-06-14 03:30:00,7397,5810,1404,1199,4721
2024-06-14 04:00:00,7316,5839,1401,1202,4690
2024-06-14 04:30:00,7339,5967,1410,1195,4723
2024-06-14 05:00:00,7469,6149,1425,1206,4805
2024-06-14 05:30:00,7784,6439,1467,1237,4972
2024-06-14 06:00:00,8147,6696,1493,1295,5287
2024-06-14 06:30:00,8800,7122,1499,1354,5737
2024-06-14 07:00:00,9548,7368,1562,1425,6236
2024-06-14 07:30:00,10123,7558,1653,1501,6760
2024-06-14 08:00:00,10374,7238,1756,1563,7149
2024-06-14 08:30:00,10258,6796,1792,1580,7348
2024-06-14 09:00:00,10006,6220,1770,1553,7287
2024-06-14 09:30:00,9838,5764,1742,1517,7191
2024-06-14 10:00:00,9676,5358,1689,1502,6990
2024-06-14 10:30:00,9520,5107,1683,1473,6779
2024-06-14 11:00:00,9308,4917,1699,1455,6575
2024-06-14 11:30:00,9078,4833,1787,1430,6497
2024-06-14 12:00:00,8935,4732,1764,1408,6340
2024-06-14 12:30:00,9083,4647,1725,1382,6164
2024-06-14 13:00:00,9183,4598,1727,1354,6068
2024-06-14 13:30:00,9231,4580,1721,1345,6036
2024-06-14 14:00:00,9156,4764,1631,1339,6114
2024-06-14 14:30:00,9253,5056,1524,1330,6126
2024-06-14 15:00:00,9417,5382,1564,1349,6218
2024-06-14 15:30:00,9635,5874,1605,1377,6371
2024-06-14 16:00:00,10034,6381,1580,1394,6629
2024-06-14 16:30:00,10367,6787,1600,1430,6872
2024-06-14 17:00:00,10873,7197,1696,1461,7175
2024-06-14 17:30:00,11163,7459,1801,1485,7465
2024-06-14 18:00:00,11342,7696,1889,1512,7634
2024-06-14 18:30:00,11251,7701,1963,1507,7621
2024-06-14 19:00:00,11097,7681,1975,1493,7483
2024-06-14 19:30:00,10840,7615,1938,1477,7316
2024-06-14 20:00:00,10597,7513,1895,1455,7193
2024-06-14 20:30:00,10441,7341,1873,1433,7022
2024-06-14 21:00:00,10218,7167,1842,1416,6853
2024-06-14 21:30:00,9905,6991,1810,1392,6677
2024-06-14 22:00:00,9587,6812,1754,1355,6446
2024-06-14 22:30:00,9461,6744,1701,1312,6207
2024-06-14 23:00:00,9190,6612,1629,1305,6001
2024-06-14 23:30:00,8953,6379,1562,1269,5960
2024-06-15 00:00:00,8733,6207,1590,1248,5799
2024-06-15 00:30:00,8496,6026,1575,1235,5602
2024-06-15 01:00:00,8290,5841,1563,1222,5407
2024-06-15 01:30:00,8020,5736,1527,1209,5214
2024-06-15 02:00:00,7732,5678,1480,1202,5033
2024-06-15 02:30:00,7529,5633,1421,1194,4940
2024-06-15 03:00:00,7319,5629,1381,1195,4813
2024-06-15 03:30:00,7160,5626,1346,1197,4753
2024-06-15 04:00:00,7223,5577,1360,1194,4724
2024-06-15 04:30:00,7171,5616,1334,1197,4696
2024-06-15 05:00:00,7148,5692,1318,1188,4715
2024-06-15 05:30:00,7243,5745,1323,1210,4802
2024-06-15 06:00:00,7368,5902,1346,1233,4932
2024-06-15 06:30:00,7599,6110,1337,1253,5130
2024-06-15 07:00:00,7937,6293,1375,1282,5374
2024-06-15 07:30:00,8348,6363,1411,1300,5571
2024-06-15 08:00:00,8751,6319,1462,1350,5897
2024-06-15 08:30:00,9185,6055,1522,1386,6130
2024-06-15 09:00:00,9222,5607,1539,1412,6097
2024-06-15 09:30:00,9221,5141,1516,1427,5939
2024-06-15 10:00:00,9079,4722,1462,1425,5695
2024-06-15 10:30:00,8796,4494,1382,1404,5390
2024-06-15 11:00:00,8570,4330,1294,1364,5130
2024-06-15 11:30:00,8478,4235,1241,1324,4958
2024-06-15 12:00:00,8364,4182,1138,1283,4846
2024-06-15 12:30:00,8340,4081,1149,1266,4676
2024-06-15 13:00:00,8211,4020,1192,1241,4655
2024-06-15 13:30:00,8194,4103,1240,1235,4644
2024-06-15 14:00:00,8323,4290,1257,1239,4702
2024-06-15 14:30:00,8534,4562,1263,1234,4767
2024-06-15 15:00:00,8761,4952,1319,1228,4963
2024-06-15 15:30:00,9032,5435,1375,1256,5185
2024-06-15 16:00:00,9420,5987,1448,1290,5475
2024-06-15 16:30:00,9930,6437,1508,1325,5821
2024-06-15 17:00:00,10394,6847,1648,1400,6245
2024-06-15 17:30:00,10719,7142,1800,1483,6678
2024-06-15 18:00:00,10932,7379,1901,1510,6999
2024-06-15 18:30:00,10878,7361,1995,1500,7026
2024-06-15 19:00:00,10731,7277,2004,1476,6936
2024-06-15 19:30:00,10513,7243,1984,1458,6859
2024-06-15 20:00:00,10354,7201,1941,1431,6746
2024-06-15 20:30:00,10193,7076,1908,1430,6618
2024-06-15 21:00:00,10015,6911,1872,1409,6511
2024-06-15 21:30:00,9755,6762,1836,1382,6417
2024-06-15 22:00:00,9494,6575,1784,1350,6254
2024-06-15 22:30:00,9289,6500,1711,1328,6018
2024-06-15 23:00:00,9045,6343,1643,1298,5847
2024-06-15 23:30:00,8807,6157,1580,1260,5851
2024-06-16 00:00:00,8612,5977,1618,1227,5731
2024-06-16 00:30:00,8372,5809,1608,1216,5536
2024-06-16 01:00:00,8143,5667,1601,1196,5340
2024-06-16 01:30:00,7893,5557,1544,1178,5191
2024-06-16 02:00:00,7604,5513,1506,1173,4954
2024-06-16 02:30:00,7380,5492,1467,1171,4887
2024-06-16 03:00:00,7223,5483,1427,1172,4763
2024-06-16 03:30:00,7201,5431,1417,1175,4717
2024-06-16 04:00:00,7241,5434,1388,1172,4706
2024-06-16 04:30:00,7185,5450,1348,1177,4678
2024-06-16 05:00:00,7181,5522,1316,1184,4674
2024-06-16 05:30:00,7280,5566,1310,1202,4755
2024-06-16 06:00:00,7357,5649,1299,1213,4813
2024-06-16 06:30:00,7669,5829,1305,1237,4986
2024-06-16 07:00:00,8007,5988,1315,1259,5150
2024-06-16 07:30:00,8386,6039,1353,1291,5327
2024-06-16 08:00:00,8670,5928,1426,1336,5615
2024-06-16 08:30:00,8643,5667,1482,1384,5826
2024-06-16 09:00:00,8349,5294,1458,1431,5719
2024-06-16 09:30:00,8071,4870,1341,1460,5623
2024-06-16 10:00:00,7573,4499,1185,1468,5419
2024-06-16 10:30:00,7093,4303,1083,1472,5166
2024-06-16 11:00:00,6724,4109,1012,1464,4833
2024-06-16 11:30:00,6387,4038,866,1449,4598
2024-06-16 12:00:00,6146,3967,767,1429,4499
2024-06-16 12:30:00,6041,3874,698,1428,4445
2024-06-16 13:00:00,5978,3857,654,1420,4570
2024-06-16 13:30:00,6031,4037,625,1406,4701
2024-06-16 14:00:00,6232,4225,638,1412,4854
2024-06-16 14:30:00,6548,4533,679,1412,5059
2024-06-16 15:00:00,6961,4889,757,1412,5248
2024-06-16 15:30:00,7546,5396,866,1422,5569
2024-06-16 16:00:00,8211,5919,1000,1432,5930
2024-06-16 16:30:00,9002,6535,1173,1449,6300
2024-06-16 17:00:00,9833,6983,1389,1467,6624
2024-06-16 17:30:00,10556,7354,1643,1489,6976
2024-06-16 18:00:00,11081,7624,1833,1513,7264
2024-06-16 18:30:00,11209,7654,2017,1495,7279
2024-06-16 19:00:00,11107,7557,2074,1477,7136
2024-06-16 19:30:00,10985,7415,2066,1439,7032
2024-06-16 20:00:00,10803,7329,2042,1433,6881
2024-06-16 20:30:00,10689,7188,2023,1403,6727
2024-06-16 21:00:00,10417,6988,2002,1398,6537
2024-06-16 21:30:00,10073,6807,1958,1412,6289
2024-06-16 22:00:00,9680,6545,1883,1358,6074
2024-06-16 22:30:00,9351,6452,1786,1320,5786
2024-06-16 23:00:00,9029,6391,1696,1277,5552
2024-06-16 23:30:00,8759,6210,1610,1243,5578
2024-06-17 00:00:00,8535,6024,1648,1222,5513
2024-06-17 00:30:00,8371,5841,1645,1198,5362
2024-06-17 01:00:00,8135,5705,1658,1194,5238
2024-06-17 01:30:00,7891,5591,1615,1187,5073
2024-06-17 02:00:00,7649,5584,1572,1179,4933
2024-06-17 02:30:00,7459,5542,1535,1170,4836
2024-06-17 03:00:00,7319,5541,1492,1149,4739
2024-06-17 03:30:00,7262,5566,1454,1152,4701
2024-06-17 04:00:00,7305,5637,1437,1152,4684
2024-06-17 04:30:00,7378,5745,1439,1155,4744
2024-06-17 05:00:00,7537,5887,1421,1193,4781
2024-06-17 05:30:00,7876,6155,1425,1222,4977
2024-06-17 06:00:00,8279,6484,1451,1272,5250
2024-06-17 06:30:00,9017,6966,1510,1347,5764
2024-06-17 07:00:00,9855,7237,1638,1445,6342
2024-06-17 07:30:00,10585,7316,1784,1513,6880
2024-06-17 08:00:00,10830,7148,1961,1561,7328
2024-06-17 08:30:00,10604,6778,2071,1564,7420
2024-06-17 09:00:00,10013,6192,2072,1541,7266
2024-06-17 09:30:00,9627,5672,1981,1551,7006
2024-06-17 10:00:00,9051,5198,1800,1496,6622
2024-06-17 10:30:00,8603,4956,1667,1445,6215
2024-06-17 11:00:00,8313,4789,1489,1404,5858
2024-06-17 11:30:00,8167,4653,1362,1396,5649
2024-06-17 12:00:00,8230,4592,1270,1375,5556
2024-06-17 12:30:00,8292,4456,1257,1350,5480
2024-06-17 13:00:00,8272,4447,1195,1333,5367
2024-06-17 13:30:00,8478,4540,1174,1351,5372
2024-06-17 14:00:00,8559,4742,1347,1342,5337
2024-06-17 14:30:00,8552,4982,1557,1339,5432
2024-06-17 15:00:00,8647,5325,1639,1342,5583
2024-06-17 15:30:00,8906,5835,1697,1361,5773
2024-06-17 16:00:00,9379,6413,1745,1345,6112
2024-06-17 16:30:00,9925,6914,1833,1387,6539
2024-06-17 17:00:00,10589,7484,1935,1455,7033
2024-06-17 17:30:00,11239,7949,2081,1509,7479
2024-06-17 18:00:00,11716,8345,2188,1551,7776
2024-06-17 18:30:00,11700,8400,2301,1550,7585
2024-06-17 19:00:00,11658,8353,2305,1544,7513
2024-06-17 19:30:00,11454,8261,2263,1525,7665
2024-06-17 20:00:00,11173,8093,2200,1499,7564
2024-06-17 20:30:00,10936,7951,2141,1481,7384
2024-06-17 21:00:00,10641,7784,2076,1444,7154
2024-06-17 21:30:00,10243,7555,2003,1419,6914
2024-06-17 22:00:00,9787,7201,1892,1357,6596
2024-06-17 22:30:00,9465,6983,1794,1310,6241
2024-06-17 23:00:00,9168,6788,1704,1277,5960
2024-06-17 23:30:00,8934,6541,1596,1252,5901
2024-06-18 00:00:00,8760,6297,1614,1235,5801
2024-06-18 00:30:00,8537,6106,1617,1230,5603
2024-06-18 01:00:00,8339,5991,1628,1220,5429
2024-06-18 01:30:00,8131,5848,1583,1216,5287
2024-06-18 02:00:00,7882,5844,1552,1208,5107
2024-06-18 02:30:00,7709,5746,1485,1210,5021
2024-06-18 03:00:00,7574,5748,1421,1210,4949
2024-06-18 03:30:00,7468,5780,1400,1213,4890
2024-06-18 04:00:00,7406,5790,1379,1219,4891
2024-06-18 04:30:00,7615,5955,1370,1219,4947
2024-06-18 05:00:00,7717,6065,1375,1254,5024
2024-06-18 05:30:00,7969,6337,1348,1301,5246
2024-06-18 06:00:00,8391,6636,1407,1351,5574
2024-06-18 06:30:00,9109,7138,1448,1437,6144
2024-06-18 07:00:00,9933,7475,1565,1463,6716
2024-06-18 07:30:00,10578,7641,1708,1509,7348
2024-06-18 08:00:00,10799,7390,1865,1556,7794
2024-06-18 08:30:00,10414,6885,1964,1565,7867
2024-06-18 09:00:00,9779,6258,1984,1538,7671
2024-06-18 09:30:00,9142,5687,1931,1497,7435
2024-06-18 10:00:00,8595,5225,1870,1444,7148
2024-06-18 10:30:00,8038,4948,1838,1464,6776
2024-06-18 11:00:00,7530,4740,1797,1421,6341
2024-06-18 11:30:00,7202,4610,1742,1371,5948
2024-06-18 12:00:00,7006,4584,1688,1340,5675
2024-06-18 12:30:00,6871,4487,1693,1320,5564
2024-06-18 13:00:00,6734,4422,1657,1302,5527
2024-06-18 13:30:00,6730,4485,1644,1297,5698
2024-06-18 14:00:00,6855,4657,1580,1309,5777
2024-06-18 14:30:00,7132,4934,1578,1325,5808
2024-06-18 15:00:00,7513,5266,1580,1333,5953
2024-06-18 15:30:00,7983,5725,1604,1346,6114
2024-06-18 16:00:00,8667,6343,1655,1380,6423
2024-06-18 16:30:00,9321,6836,1738,1405,6827
2024-06-18 17:00:00,10047,7321,1817,1444,7277
2024-06-18 17:30:00,10831,7809,1903,1502,7728
2024-06-18 18:00:00,11399,8196,2021,1534,8041
2024-06-18 18:30:00,11570,8217,2142,1550,8138
2024-06-18 19:00:00,11563,8175,2157,1556,8103
2024-06-18 19:30:00,11383,8021,2143,1540,8022
2024-06-18 20:00:00,11214,7993,2113,1509,7892
2024-06-18 20:30:00,11051,7829,2077,1494,7693
2024-06-18 21:00:00,10830,7615,2027,1471,7460
2024-06-18 21:30:00,10436,7395,1955,1443,7204
2024-06-18 22:00:00,9985,7092,1870,1398,6889
2024-06-18 22:30:00,9662,6920,1762,1354,6507
2024-06-18 23:00:00,9320,6717,1655,1300,6238
2024-06-18 23:30:00,9060,6530,1558,1252,6146
2024-06-19 00:00:00,8835,6316,1567,1214,6041
2024-06-19 00:30:00,8650,6154,1555,1182,5841
2024-06-19 01:00:00,8482,6009,1568,1192,5651
2024-06-19 01:30:00,8245,5889,1541,1204,5484
2024-06-19 02:00:00,8034,5860,1527,1200,5344
2024-06-19 02:30:00,7819,5822,1483,1206,5184
2024-06-19 03:00:00,7641,5820,1439,1209,5120
2024-06-19 03:30:00,7531,5840,1417,1220,5067
2024-06-19 04:00:00,7676,5858,1389,1229,5078
2024-06-19 04:30:00,7634,5978,1387,1248,5142
2024-06-19 05:00:00,7713,6133,1337,1256,5228
2024-06-19 05:30:00,8037,6436,1364,1294,5450
2024-06-19 06:00:00,8494,6744,1392,1324,5768
2024-06-19 06:30:00,9312,7243,1449,1383,6342
2024-06-19 07:00:00,10248,7579,1572,1458,6922
2024-06-19 07:30:00,10944,7756,1682,1541,7313
2024-06-19 08:00:00,11143,7537,1830,1605,7894
2024-06-19 08:30:00,10814,7006,1898,1599,8297
2024-06-19 09:00:00,10210,6417,1885,1544,8043
2024-06-19 09:30:00,9610,5859,1740,1510,7696
2024-06-19 10:00:00,9094,5361,1567,1462,7177
2024-06-19 10:30:00,8501,5082,1360,1464,6673
2024-06-19 11:00:00,7974,4920,1240,1450,6245
2024-06-19 11:30:00,7540,4790,1158,1397,5884
2024-06-19 12:00:00,7246,4683,1166,1368,5593
2024-06-19 12:30:00,7065,4616,1033,1363,5345
2024-06-19 13:00:00,6972,4605,992,1343,5234
2024-06-19 13:30:00,6958,4666,1081,1339,5270
2024-06-19 14:00:00,7096,4778,1294,1335,5320
2024-06-19 14:30:00,7318,5054,1293,1341,5459
2024-06-19 15:00:00,7638,5427,1389,1348,5685
2024-06-19 15:30:00,8109,5850,1466,1370,5900
2024-06-19 16:00:00,8821,6411,1479,1412,6299
2024-06-19 16:30:00,9606,6982,1617,1444,6790
2024-06-19 17:00:00,10431,7379,1804,1476,7268
2024-06-19 17:30:00,11267,7815,1964,1530,7762
2024-06-19 18:00:00,11899,8189,2076,1573,8138
2024-06-19 18:30:00,12045,8217,2156,1580,8230
2024-06-19 19:00:00,12056,8148,2156,1574,8220
2024-06-19 19:30:00,11899,8136,2137,1549,8110
2024-06-19 20:00:00,11730,8084,2089,1531,8021
2024-06-19 20:30:00,11569,7898,2048,1511,7811
2024-06-19 21:00:00,11333,7710,2004,1485,7603
2024-06-19 21:30:00,10926,7525,1951,1436,7338
2024-06-19 22:00:00,10439,7254,1859,1412,7007
2024-06-19 22:30:00,10072,7077,1746,1360,6630
2024-06-19 23:00:00,9660,6869,1659,1322,6312
2024-06-19 23:30:00,9312,6662,1582,1266,6212
2024-06-20 00:00:00,9080,6468,1629,1244,6039
2024-06-20 00:30:00,8941,6342,1678,1256,5852
2024-06-20 01:00:00,8682,6187,1620,1254,5661
2024-06-20 01:30:00,8443,6166,1555,1241,5484
2024-06-20 02:00:00,8176,6080,1525,1234,5320
2024-06-20 02:30:00,7987,6049,1458,1233,5161
2024-06-20 03:00:00,7827,6071,1416,1228,5080
2024-06-20 03:30:00,7844,6000,1400,1228,5044
2024-06-20 04:00:00,7726,5984,1351,1234,5000
2024-06-20 04:30:00,7804,6037,1377,1244,5039
2024-06-20 05:00:00,7896,6164,1375,1253,5124
2024-06-20 05:30:00,8252,6457,1400,1279,5328
2024-06-20 06:00:00,8707,6766,1441,1311,5609
2024-06-20 06:30:00,9531,7180,1499,1383,6172
2024-06-20 07:00:00,10499,7506,1615,1465,6743
2024-06-20 07:30:00,11182,7664,1761,1534,7147
2024-06-20 08:00:00,11463,7414,1886,1620,7450
2024-06-20 08:30:00,11256,7298,1997,1620,7738
2024-06-20 09:00:00,10855,6756,1961,1596,7760
2024-06-20 09:30:00,10385,6347,1834,1551,7598
2024-06-20 10:00:00,9796,5922,1723,1509,7255
2024-06-20 10:30:00,9342,5989,1598,1470,6929
2024-06-20 11:00:00,9071,5931,1583,1418,6600
2024-06-20 11:30:00,8883,5742,1592,1406,6353
2024-06-20 12:00:00,8633,5730,1573,1405,6250
2024-06-20 12:30:00,8240,5454,1558,1387,6207
2024-06-20 13:00:00,7943,5423,1541,1383,6204
2024-06-20 13:30:00,7859,5662,1527,1380,6143
2024-06-20 14:00:00,7904,5849,1538,1374,6133
2024-06-20 14:30:00,8047,6066,1491,1368,6148
2024-06-20 15:00:00,8400,6107,1458,1380,6269
2024-06-20 15:30:00,8787,6374,1446,1405,6547
2024-06-20 16:00:00,9398,6781,1488,1435,6791
2024-06-20 16:30:00,10089,7169,1574,1468,7141
2024-06-20 17:00:00,10786,7593,1689,1484,7448
2024-06-20 17:30:00,11419,7758,1875,1497,7788
2024-06-20 18:00:00,11918,7961,2045,1521,8041
2024-06-20 18:30:00,11999,7949,2154,1515,8060
2024-06-20 19:00:00,11961,7892,2204,1500,7973
2024-06-20 19:30:00,11811,7906,2204,1482,7906
2024-06-20 20:00:00,11663,7840,2176,1470,7764
2024-06-20 20:30:00,11510,7670,2151,1477,7569
2024-06-20 21:00:00,11238,7493,2102,1468,7347
2024-06-20 21:30:00,10796,7315,2041,1438,7033
2024-06-20 22:00:00,10298,7062,1961,1403,6737
2024-06-20 22:30:00,9946,6903,1869,1362,6399
2024-06-20 23:00:00,9559,6666,1768,1312,6163
2024-06-20 23:30:00,9217,6446,1660,1247,6071
2024-06-21 00:00:00,8982,6229,1670,1235,5957
2024-06-21 00:30:00,8827,6051,1672,1220,5765
2024-06-21 01:00:00,8562,5912,1643,1234,5547
2024-06-21 01:30:00,8350,5853,1589,1228,5393
2024-06-21 02:00:00,8101,5840,1543,1218,5217
2024-06-21 02:30:00,7867,5811,1482,1208,5069
2024-06-21 03:00:00,7642,5768,1441,1221,4990
2024-06-21 03:30:00,7563,5787,1387,1226,4933
2024-06-21 04:00:00,7527,5828,1377,1244,4939
2024-06-21 04:30:00,7528,5934,1338,1258,4996
2024-06-21 05:00:00,7643,6066,1344,1276,5066
2024-06-21 05:30:00,7989,6310,1363,1314,5288
2024-06-21 06:00:00,8369,6567,1412,1354,5574
2024-06-21 06:30:00,9110,6946,1482,1406,6164
2024-06-21 07:00:00,9915,7252,1614,1471,6706
2024-06-21 07:30:00,10575,7372,1730,1542,7262
2024-06-21 08:00:00,10812,7185,1921,1597,7735
2024-06-21 08:30:00,10675,6951,2044,1617,7999
2024-06-21 09:00:00,10244,6645,1983,1595,7926
2024-06-21 09:30:00,9968,6270,1816,1574,7819
2024-06-21 10:00:00,9470,5764,1636,1543,7550
2024-06-21 10:30:00,8950,5537,1435,1499,7189
2024-06-21 11:00:00,8500,5334,1279,1460,6782
2024-06-21 11:30:00,8033,5222,1167,1409,6532
2024-06-21 12:00:00,7694,5198,1096,1361,6271
2024-06-21 12:30:00,7560,5146,1065,1330,6154
2024-06-21 13:00:00,7624,5234,1126,1315,6036
2024-06-21 13:30:00,7683,5238,1155,1296,6086
2024-06-21 14:00:00,8009,5424,1189,1296,6068
2024-06-21 14:30:00,8256,5749,1199,1296,6118
